Date,Player,Angel,Alice,Aladdin,Anger,Animal,Barbossa,Basil,Baymax,Beast,Belle,Bogo,Bo.Peep,Buzz,Calhoun,Cheshire.Cat,Colette,Dark.Wing,Dash,Davy.Jones,Donald,Ducky.Bunny,Duke.Caboom,Eeyore,Elasticgirl,Elsa,Eve,Evil.Queen,Facilier,Felix,Finnick,Flynn,Flynn.Rider,Frozone,Gaston,Genie,Gerald.M.N,Gizmo,Goliath,Gonzo,Goofy,Hades,Hank.Dory,Hercules,Hiro,Hook,Huey.D.L,Jack.Jack,Jack.Sparrow,Jafar,Jasmine,Joy,Judy.Hopps,Jumba,Kida,King.Louie,Kristoff.Sven,Launchpad,Linguini,Li.Shang,Madam.Mim,Mad.Hatter,Magica,Maleficent,Maximus,Megara,Megavolt,Merida,Merlin,Mickey,Miguel,Mike,Minnie,Miss.Piggy,Moana,Mr.Incredible,Mulan,Mushu,Nick.Wilde,Olaf,Oogie,Peter.Pan,Pleakley,Pooh,Powerline,Quorra,Queen.of.Hearts,Rafiki,Randall,Rapunzel,Rex,Robin.Hood,Scar,Scrooge,Shank,Shan.Yu,Simba.Nala,Stitch,Sulley,Syndrome,Tia.Dalma,Tigger,Timon.Pumbaa,Tron,Ursula,Violet,WallE,Woody,Yax,Yzma,Zurg
2020-01,rogue.rapunzel,,,,,,,,,,,,,,,,,,,,none,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,fe,,,,,,,,,,bo,,,,,,,,,,,,,,,,,,,,,
2020-01,rogue.rapunzel,,mi,,,,,,,,,,jo,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,jo,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,rowan,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,ga,,,,,,,,,,,,ya,,,,,ra,,,,,
2020-01,rowan,,,,ha,go,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,rowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,me,,,,,,,,,,,,,,,,,oo,,,,,,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,,,,,,,,,,,,,,
2020-01,rungur/horde,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,ca,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,s.crys/the.brotherhood,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ur,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,s.crys/the.brotherhood,,,,,,,,,,,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,fi,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,s.crys/the.brotherhood,,,,,,,,,,,,jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mo,,al,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,
2020-01,sabincloud,,,,zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,mh,,,,,,,,,,,,,
2020-01,sabincloud,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,sc,,,,,,,,
2020-01,sabincloud,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,salty/glitches,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,sauron.travis/esm.x.tw,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,el,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-01,sauron.travis/esm.x.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-01,sauron.travis/esm.x.tw,,,,zu,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,
2020-01,sauron.travis/esm.x.tw,,,,,go,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,scooby.doo,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,selene/disney.adults,,,,,,,,,,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,bo,,,,,,,,,,,,,,,,,,,,,
2020-01,sereja.cimas,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,sgupi/italian.society,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,sgupi/italian.society,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ra,,,,,,,,,,,,,he,,,,,,,,,,,,,,,,ur,
2020-01,sgupi/italian.society,,,,ha,,,,,su,,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,jo,,,,,,,,,,,,,,oo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,sister.bebe/the.brotherhood,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,ro,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-01,sister.bebe/the.brotherhood,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ro,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,sister.bebe/the.brotherhood,,,,zu,go,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,sister.bebe/the.brotherhood,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pe,,vi,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mh,,,,,,,,,,,,,
2020-01,skylee,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,mh,,,,,,,,,,,,,
2020-01,skylee,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,
2020-01,skylee,,,,zu,,,,,su,,,wo,,,,,,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,skylee/french.fusion,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,mh,,,,,,,,,,,,,
2020-01,slevin/d.nachwolfe,,,,,,,,ol,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,slevin/d.nachwolfe,,,,,go,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,slevin/d.nachwolfe,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,ja,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,snow,,,,,,,,,su,,,wo,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,ba,jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,snow,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,ro,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,snow,,,,,,,,ol,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,solo/den.of.dragons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,al,,,,,,,,,,,,,,,,fi,,,,je,,,,,,,,,,,,,,,,,,,,,,qh,,,,,,,,,,,,,,,,,,
2020-01,solo/den.of.dragons,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-01,solo/den.of.dragons,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,,,,,sc,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,sooby/monsters.inc,,,,,,,,,su,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,bu,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,spenserx.s11,,,,,,,,ol,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,spenserx.s11,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,ja,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,spenserx.s11,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,spenserx.s11/border.security,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,ja,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,stan2be,,,,,,,,,,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,sc,,,,,,,,da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,stan2be,,,,zu,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,
2020-01,stan2be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,stan2be/den.of.dragons,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,stan2be/den.of.dragons,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ur,,sh,,,,,,,,,,,,,,,,,,,,,,ja,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,supernoob/border.security,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-01,swipeknife/den.of.dragons,,,,,,,,,,,,wo,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,swipeknife/den.of.dragons,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,
2020-01,swipeknife/den.of.dragons,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,fe,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,syl,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,ra,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-01,syl,,,,,,,,,,,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,du,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mo,,,,,,,,,,,,,,hu,,,,,,,,,,,,,,,,,
2020-01,syl,,,,,go,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,syl/toons.for.pytt,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,the.mountain/dark.ninjas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ev,,,ga,,,,ma,,,,,,wo,,,,,,,,,,,,
2020-01,thepoeticgamer/oldschool,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,thepoeticgamer/oldschool,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,fr,,
2020-01,thepoeticgamer/oldschool,,,,,,,,,su,,,,,,,,,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,thepoeticgamer/oldschool,,,,zu,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da,,,,,,,,,,,,,el,,,,,,,,,,ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,theus.ac,,,,ha,,,,,,,,wo,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,theus.ac,,,,,none,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,ge,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,theus.ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,al,,,,,,,yz,,,,,,,,,,,,,,st,,,,,,,,
2020-01,thumper/disney.adults,,,,,,,,,,,,,,vi,,,,,,,,,,,,,,,,,,,,,mi,,,,,je,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,,,,,,
2020-01,thumper/disney.adults,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,sc,,,fe,,,,,,,,,,,,,,,el,,,,,,,,,,,,mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,thumper/disney.adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,su,,,,,,,,,,,,,,,,,,,yz,,,me,,,,,,,wo,,,,,,ti,,,,,,
2020-01,trickster.joy,,,,,,,,,,,,jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pe,,,,sc,,an,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,trickster.joy,,,,zu,,,,,,,,,,,,,,,,,me,,,,,,,,,ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,trickster.joy,,,,,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,mi,,,,,,,,,,,,,,
2020-01,tycoon.aladdin/destiny,,,,zu,,,,ol,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da,,,,,,,,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,tycoon.aladdin/destiny,,,,,,,,,,,,,,,,,,,,,me,wo,,,,,,,,,,,,,,,,,du,,,,,,,,,,,al,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,tycoon.aladdin/destiny,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,yz,,,,,,,,,,,,,,sc,,,,,,,,
2020-01,uncle.eupeo,,,,,go,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,viper/border.security,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zu,,,,,,,,,,,,,,,,,,,bu,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-01,warrior.hector,,,,,wa,,,,,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,ma,,,,,,,,,,,,,,,,,,
2020-01,wile.e.coyote/deathly.hollows,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,
2020-01,wile.e.coyote/deathly.hollows,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ro,,,,,,,ga,,,me,,,,,,,wo,,,,,,,,,,,,
2020-01,wile.e.coyote/deathly.hollows,,,,,,ti,,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,el,ge,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,xo.gothel.xo/home,,,,,,,,ol,,,,,,,,,,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,
2020-01,xo.gothel.xo/home,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,xo.gothel.xo/home,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,fr,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,xo.gothel.xo/home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,yeahwhatever/home,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,ra,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,yeahwhatever/home,,,,zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,sh,,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,yeahwhatever/home,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,st,,,,,,,,
2020-01,zadist/glitches,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,zadist/glitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,ga,bo,,,,,,,,,,,,,st,,,,,,,,
2020-01,zadist/glitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,da,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,ja,,,,,,,,,,ma,,,,,,,,,,,,,
2020-02,12345/destiny,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mi,,,,,,,,,sc,,,,,,,,,,,,,,,,,zu,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,adam/border.security,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,ma,,,,,,,,,,,,,
2020-02,adam/border.security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,me,,,,fi,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,adam/border.security/c,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,fi,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,
2020-02,adam/border.security/c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,sc,,,,,,,,hi,,,,,,,,,,,,,,,,,,,,,,,ho,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,adam/border.security/c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,agent.jiminy/pinoy.tribe,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-02,alexprojekt/the.yolohood,,,,,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yz,bo,,,,,,,,,,,,,,,,,,,,,
2020-02,aloch/disney.adults,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,ma,,,,,,,,,,,,,
